"id","content","data"
2513,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125004"",""especificacao"":""IPTU- DIVIDA ATIVA MULTAS JUROS"",""vlPrevisto"":""000007000000,00"",""nroSequencial"":""000013"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125004"",""codFontRecursos"":""100"",""vlFontRecursos"":""000003640000,00"",""nroSequencial"":""000014"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125004"",""codFontRecursos"":""101"",""vlFontRecursos"":""000001960000,00"",""nroSequencial"":""000015"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125004"",""codFontRecursos"":""102"",""vlFontRecursos"":""000001400000,00"",""nroSequencial"":""000016"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2514,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125301"",""especificacao"":""ITBI-\""INTER VIVOS\""-PRINCIPAL"",""vlPrevisto"":""000020000000,00"",""nroSequencial"":""000017"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125301"",""codFontRecursos"":""100"",""vlFontRecursos"":""000010400000,00"",""nroSequencial"":""000018"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125301"",""codFontRecursos"":""101"",""vlFontRecursos"":""000005600000,00"",""nroSequencial"":""000019"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125301"",""codFontRecursos"":""102"",""vlFontRecursos"":""000004000000,00"",""nroSequencial"":""000020"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2515,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011130311"",""especificacao"":""IRRF-TRABALHO-PRINCIPAL"",""vlPrevisto"":""000032000000,00"",""nroSequencial"":""000021"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011130311"",""codFontRecursos"":""100"",""vlFontRecursos"":""000016640000,00"",""nroSequencial"":""000022"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011130311"",""codFontRecursos"":""101"",""vlFontRecursos"":""000008960000,00"",""nroSequencial"":""000023"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011130311"",""codFontRecursos"":""102"",""vlFontRecursos"":""000006400000,00"",""nroSequencial"":""000024"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2516,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011130341"",""especificacao"":""IRRF- OUTROS RENDIMENTOS-PRINCIPAL"",""vlPrevisto"":""000004000000,00"",""nroSequencial"":""000025"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011130341"",""codFontRecursos"":""100"",""vlFontRecursos"":""000002080000,00"",""nroSequencial"":""000026"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011130341"",""codFontRecursos"":""101"",""vlFontRecursos"":""000001120000,00"",""nroSequencial"":""000027"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011130341"",""codFontRecursos"":""102"",""vlFontRecursos"":""000000800000,00"",""nroSequencial"":""000028"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2517,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145111"",""especificacao"":""ISSQN - PRINCIPAL"",""vlPrevisto"":""000042000000,00"",""nroSequencial"":""000029"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145111"",""codFontRecursos"":""100"",""vlFontRecursos"":""000021840000,00"",""nroSequencial"":""000030"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145111"",""codFontRecursos"":""101"",""vlFontRecursos"":""000011760000,00"",""nroSequencial"":""000031"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145111"",""codFontRecursos"":""102"",""vlFontRecursos"":""000008400000,00"",""nroSequencial"":""000032"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2518,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145112"",""especificacao"":""ISSQN -MULTAS E JUROS"",""vlPrevisto"":""000000800000,00"",""nroSequencial"":""000033"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145112"",""codFontRecursos"":""100"",""vlFontRecursos"":""000000416000,00"",""nroSequencial"":""000034"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145112"",""codFontRecursos"":""101"",""vlFontRecursos"":""000000224000,00"",""nroSequencial"":""000035"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145112"",""codFontRecursos"":""102"",""vlFontRecursos"":""000000160000,00"",""nroSequencial"":""000036"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2519,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145113"",""especificacao"":""ISSQN - DIVIDA ATIVA"",""vlPrevisto"":""000000700000,00"",""nroSequencial"":""000037"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145113"",""codFontRecursos"":""100"",""vlFontRecursos"":""000000364000,00"",""nroSequencial"":""000038"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145113"",""codFontRecursos"":""101"",""vlFontRecursos"":""000000196000,00"",""nroSequencial"":""000039"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145113"",""codFontRecursos"":""102"",""vlFontRecursos"":""000000140000,00"",""nroSequencial"":""000040"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2520,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145114"",""especificacao"":""ISSQN -DIVIDA ATIVA MULTAS JUROS"",""vlPrevisto"":""000000300000,00"",""nroSequencial"":""000041"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145114"",""codFontRecursos"":""100"",""vlFontRecursos"":""000000156000,00"",""nroSequencial"":""000042"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145114"",""codFontRecursos"":""101"",""vlFontRecursos"":""000000084000,00"",""nroSequencial"":""000043"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145114"",""codFontRecursos"":""102"",""vlFontRecursos"":""000000060000,00"",""nroSequencial"":""000044"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2521,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011210101"",""especificacao"":""TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL"",""vlPrevisto"":""000004072000,00"",""nroSequencial"":""000045"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011210101"",""codFontRecursos"":""100"",""vlFontRecursos"":""000000200000,00"",""nroSequencial"":""000046"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011210101"",""codFontRecursos"":""106"",""vlFontRecursos"":""000003872000,00"",""nroSequencial"":""000047"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2522,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011210102"",""especificacao"":""TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - MULTAS E JUROS"",""vlPrevisto"":""000000600000,00"",""nroSequencial"":""000048"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011210102"",""codFontRecursos"":""106"",""vlFontRecursos"":""000000600000,00"",""nroSequencial"":""000049"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2523,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011210103"",""especificacao"":""TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA"",""vlPrevisto"":""000000020000,00"",""nroSequencial"":""000050"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011210103"",""codFontRecursos"":""106"",""vlFontRecursos"":""000000020000,00"",""nroSequencial"":""000051"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2524,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011210104"",""especificacao"":""TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO -D/A M/JUROS"",""vlPrevisto"":""000000008000,00"",""nroSequencial"":""000052"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011210104"",""codFontRecursos"":""106"",""vlFontRecursos"":""000000008000,00"",""nroSequencial"":""000053"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2525,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011220101"",""especificacao"":""TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - PRINCIPAL"",""vlPrevisto"":""000009000000,00"",""nroSequencial"":""000054"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011220101"",""codFontRecursos"":""100"",""vlFontRecursos"":""000009000000,00"",""nroSequencial"":""000055"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2526,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011220102"",""especificacao"":""TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - MULTAS E JUROS"",""vlPrevisto"":""000000700000,00"",""nroSequencial"":""000056"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011220102"",""codFontRecursos"":""100"",""vlFontRecursos"":""000000700000,00"",""nroSequencial"":""000057"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2527,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""012415001"",""especificacao"":""CONTRIB.SERV.ILUMINAÇÃO PÚBLICA-PRINCIPAL"",""vlPrevisto"":""000020000000,00"",""nroSequencial"":""000058"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""012415001"",""codFontRecursos"":""117"",""vlFontRecursos"":""000020000000,00"",""nroSequencial"":""000059"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2528,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013110201"",""especificacao"":""CONC.PERM.AUT.CESSÃO DIR.USO BENS IMOV.PÚBL.-PRINCIPAL"",""vlPrevisto"":""000000200000,00"",""nroSequencial"":""000060"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013110201"",""codFontRecursos"":""100"",""vlFontRecursos"":""000000200000,00"",""nroSequencial"":""000061"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2529,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000002748000,00"",""nroSequencial"":""000062"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""100"",""vlFontRecursos"":""000002500000,00"",""nroSequencial"":""000063"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""116"",""vlFontRecursos"":""000000005000,00"",""nroSequencial"":""000064"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""123"",""vlFontRecursos"":""000000051000,00"",""nroSequencial"":""000065"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""144"",""vlFontRecursos"":""000000001000,00"",""nroSequencial"":""000066"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""170"",""vlFontRecursos"":""000000040000,00"",""nroSequencial"":""000067"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""171"",""vlFontRecursos"":""000000050000,00"",""nroSequencial"":""000068"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""181"",""vlFontRecursos"":""000000001000,00"",""nroSequencial"":""000069"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""190"",""vlFontRecursos"":""000000100000,00"",""nroSequencial"":""000070"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2530,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013399901"",""especificacao"":""OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS - PRINCIPAL"",""vlPrevisto"":""000000060000,00"",""nroSequencial"":""000071"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013399901"",""codFontRecursos"":""100"",""vlFontRecursos"":""000000060000,00"",""nroSequencial"":""000072"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2531,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017115111"",""especificacao"":""COTA-PARTE DO FPM- COTA MENSAL - PRINCIPAL"",""vlPrevisto"":""000162000000,00"",""nroSequencial"":""000073"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017115111"",""codFontRecursos"":""100"",""vlFontRecursos"":""000084240000,00"",""nroSequencial"":""000074"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017115111"",""codFontRecursos"":""101"",""vlFontRecursos"":""000045360000,00"",""nroSequencial"":""000075"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017115111"",""codFontRecursos"":""102"",""vlFontRecursos"":""000032400000,00"",""nroSequencial"":""000076"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2532,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017115121"",""especificacao"":""COTA-PARTE DO FPM- COTAS EXTRAORDINARIAS - PRINCIPAL"",""vlPrevisto"":""000010000000,00"",""nroSequencial"":""000077"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017115121"",""codFontRecursos"":""100"",""vlFontRecursos"":""000005200000,00"",""nroSequencial"":""000078"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017115121"",""codFontRecursos"":""101"",""vlFontRecursos"":""000002800000,00"",""nroSequencial"":""000079"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017115121"",""codFontRecursos"":""102"",""vlFontRecursos"":""000002000000,00"",""nroSequencial"":""000080"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2533,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017115201"",""especificacao"":""COTA-PARTE DO IMP. PROPRIED.TERRIT.RURAL - PRINCIPAL"",""vlPrevisto"":""000000300000,00"",""nroSequencial"":""000081"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017115201"",""codFontRecursos"":""100"",""vlFontRecursos"":""000000156000,00"",""nroSequencial"":""000082"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017115201"",""codFontRecursos"":""101"",""vlFontRecursos"":""000000084000,00"",""nroSequencial"":""000083"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017115201"",""codFontRecursos"":""102"",""vlFontRecursos"":""000000060000,00"",""nroSequencial"":""000084"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2534,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017125101"",""especificacao"":""CFEM - PRINCIPAL"",""vlPrevisto"":""000000070000,00"",""nroSequencial"":""000085"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017125101"",""codFontRecursos"":""170"",""vlFontRecursos"":""000000070000,00"",""nroSequencial"":""000086"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2535,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017125241"",""especificacao"":""COTA - PARTE FEP– PRINCIPAL"",""vlPrevisto"":""000002520000,00"",""nroSequencial"":""000087"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017125241"",""codFontRecursos"":""170"",""vlFontRecursos"":""000002520000,00"",""nroSequencial"":""000088"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2536,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017179901"",""especificacao"":""OUTRAS TRANSF.CONV.UNIÃO ENTIDADES-PRINCIPAL"",""vlPrevisto"":""000000050000,00"",""nroSequencial"":""000089"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017179901"",""codFontRecursos"":""123"",""vlFontRecursos"":""000000050000,00"",""nroSequencial"":""000090"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2537,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017195801"",""especificacao"":""TRANSF.OBRIG.LEI COMPLEM.Nº 176/2020-PRINCIPAL"",""vlPrevisto"":""000003000000,00"",""nroSequencial"":""000091"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017195801"",""codFontRecursos"":""100"",""vlFontRecursos"":""000003000000,00"",""nroSequencial"":""000092"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2538,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017215001"",""especificacao"":""COTA-PARTE DO ICMS – PRINCIPAL"",""vlPrevisto"":""000315000000,00"",""nroSequencial"":""000093"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017215001"",""codFontRecursos"":""100"",""vlFontRecursos"":""000163800000,00"",""nroSequencial"":""000094"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017215001"",""codFontRecursos"":""101"",""vlFontRecursos"":""000088200000,00"",""nroSequencial"":""000095"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017215001"",""codFontRecursos"":""102"",""vlFontRecursos"":""000063000000,00"",""nroSequencial"":""000096"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2539,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017215101"",""especificacao"":""COTA-PARTE DO IPVA – PRINCIPAL"",""vlPrevisto"":""000022000000,00"",""nroSequencial"":""000097"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017215101"",""codFontRecursos"":""100"",""vlFontRecursos"":""000011440000,00"",""nroSequencial"":""000098"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017215101"",""codFontRecursos"":""101"",""vlFontRecursos"":""000006160000,00"",""nroSequencial"":""000099"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017215101"",""codFontRecursos"":""102"",""vlFontRecursos"":""000004400000,00"",""nroSequencial"":""000100"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2540,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017215201"",""especificacao"":""COTA-PARTE DO IPI – MUNICÍPIOS – PRINCIPAL"",""vlPrevisto"":""000002000000,00"",""nroSequencial"":""000101"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017215201"",""codFontRecursos"":""100"",""vlFontRecursos"":""000001040000,00"",""nroSequencial"":""000102"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017215201"",""codFontRecursos"":""101"",""vlFontRecursos"":""000000560000,00"",""nroSequencial"":""000103"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017215201"",""codFontRecursos"":""102"",""vlFontRecursos"":""000000400000,00"",""nroSequencial"":""000104"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2541,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017215301"",""especificacao"":""COTA-PARTE-CIDE-PRINCIPAL"",""vlPrevisto"":""000000220000,00"",""nroSequencial"":""000105"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017215301"",""codFontRecursos"":""116"",""vlFontRecursos"":""000000220000,00"",""nroSequencial"":""000106"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2542,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""019110101"",""especificacao"":""MULTAS PREV.LEGISLAÇÃO ESPECÍFICA-PRINCIPAL"",""vlPrevisto"":""000008100000,00"",""nroSequencial"":""000107"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""019110101"",""codFontRecursos"":""171"",""vlFontRecursos"":""000008100000,00"",""nroSequencial"":""000108"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
