"id","content","data"
2595,"{""tipoRegistro"":""10"",""codOrgao"":""21"",""codUnidade"":""08"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000000003000,00"",""nroSequencial"":""000222"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""21"",""codUnidade"":""08"",""rubrica"":""013210101"",""codFontRecursos"":""110"",""vlFontRecursos"":""000000003000,00"",""nroSequencial"":""000223"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2596,"{""tipoRegistro"":""10"",""codOrgao"":""21"",""codUnidade"":""08"",""rubrica"":""017919901"",""especificacao"":""OUTRAS TRANSF.PESSOAS FÍSICAS-PRINCIPAL"",""vlPrevisto"":""000000040000,00"",""nroSequencial"":""000224"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""21"",""codUnidade"":""08"",""rubrica"":""017919901"",""codFontRecursos"":""110"",""vlFontRecursos"":""000000040000,00"",""nroSequencial"":""000225"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2597,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917115111"",""especificacao"":""DEDUCAÇÃO COTA PARTE FPM"",""vlPrevisto"":""000032400000,00"",""nroSequencial"":""000226"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917115111"",""codFontRecursos"":""101"",""vlFontRecursos"":""000032400000,00"",""nroSequencial"":""000227"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2598,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917115201"",""especificacao"":""DEDUÇÃO COTA PARTE ITR"",""vlPrevisto"":""000000060000,00"",""nroSequencial"":""000228"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917115201"",""codFontRecursos"":""101"",""vlFontRecursos"":""000000060000,00"",""nroSequencial"":""000229"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2599,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917215001"",""especificacao"":""DEDUÇÃO COTA PARTE ICMS"",""vlPrevisto"":""000063000000,00"",""nroSequencial"":""000230"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917215001"",""codFontRecursos"":""101"",""vlFontRecursos"":""000063000000,00"",""nroSequencial"":""000231"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2600,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917215101"",""especificacao"":""DEDUÇÃO COTA PARTE IPVA"",""vlPrevisto"":""000004400000,00"",""nroSequencial"":""000232"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917215101"",""codFontRecursos"":""101"",""vlFontRecursos"":""000004400000,00"",""nroSequencial"":""000233"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2601,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917215201"",""especificacao"":""DEDUÇÃO COTA PARTE IPI"",""vlPrevisto"":""000000400000,00"",""nroSequencial"":""000234"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""917215201"",""codFontRecursos"":""101"",""vlFontRecursos"":""000000400000,00"",""nroSequencial"":""000235"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan""}]}",2025
2602,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125001"",""especificacao"":""IPTU - PRINCIPAL"",""vlPrevisto"":""000045000000,00"",""nroSequencial"":""000001"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125001"",""codFontRecursos"":""100"",""vlFontRecursos"":""000023400000,00"",""nroSequencial"":""000002"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125001"",""codFontRecursos"":""101"",""vlFontRecursos"":""000012600000,00"",""nroSequencial"":""000003"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125001"",""codFontRecursos"":""102"",""vlFontRecursos"":""000009000000,00"",""nroSequencial"":""000004"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2603,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125002"",""especificacao"":""IPTU - MULTAS E JUROS"",""vlPrevisto"":""000002000000,00"",""nroSequencial"":""000005"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125002"",""codFontRecursos"":""100"",""vlFontRecursos"":""000001040000,00"",""nroSequencial"":""000006"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125002"",""codFontRecursos"":""101"",""vlFontRecursos"":""000000560000,00"",""nroSequencial"":""000007"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125002"",""codFontRecursos"":""102"",""vlFontRecursos"":""000000400000,00"",""nroSequencial"":""000008"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2604,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125003"",""especificacao"":""IPTU - DIVIDA ATIVA"",""vlPrevisto"":""000022000000,00"",""nroSequencial"":""000009"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125003"",""codFontRecursos"":""100"",""vlFontRecursos"":""000011440000,00"",""nroSequencial"":""000010"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125003"",""codFontRecursos"":""101"",""vlFontRecursos"":""000006160000,00"",""nroSequencial"":""000011"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125003"",""codFontRecursos"":""102"",""vlFontRecursos"":""000004400000,00"",""nroSequencial"":""000012"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2605,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125004"",""especificacao"":""IPTU- DIVIDA ATIVA MULTAS JUROS"",""vlPrevisto"":""000007000000,00"",""nroSequencial"":""000013"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125004"",""codFontRecursos"":""100"",""vlFontRecursos"":""000003640000,00"",""nroSequencial"":""000014"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125004"",""codFontRecursos"":""101"",""vlFontRecursos"":""000001960000,00"",""nroSequencial"":""000015"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125004"",""codFontRecursos"":""102"",""vlFontRecursos"":""000001400000,00"",""nroSequencial"":""000016"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2606,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125301"",""especificacao"":""ITBI-\""INTER VIVOS\""-PRINCIPAL"",""vlPrevisto"":""000020000000,00"",""nroSequencial"":""000017"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125301"",""codFontRecursos"":""100"",""vlFontRecursos"":""000010400000,00"",""nroSequencial"":""000018"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125301"",""codFontRecursos"":""101"",""vlFontRecursos"":""000005600000,00"",""nroSequencial"":""000019"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011125301"",""codFontRecursos"":""102"",""vlFontRecursos"":""000004000000,00"",""nroSequencial"":""000020"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2607,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011130311"",""especificacao"":""IRRF-TRABALHO-PRINCIPAL"",""vlPrevisto"":""000032000000,00"",""nroSequencial"":""000021"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011130311"",""codFontRecursos"":""100"",""vlFontRecursos"":""000016640000,00"",""nroSequencial"":""000022"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011130311"",""codFontRecursos"":""101"",""vlFontRecursos"":""000008960000,00"",""nroSequencial"":""000023"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011130311"",""codFontRecursos"":""102"",""vlFontRecursos"":""000006400000,00"",""nroSequencial"":""000024"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2608,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011130341"",""especificacao"":""IRRF- OUTROS RENDIMENTOS-PRINCIPAL"",""vlPrevisto"":""000004000000,00"",""nroSequencial"":""000025"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011130341"",""codFontRecursos"":""100"",""vlFontRecursos"":""000002080000,00"",""nroSequencial"":""000026"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011130341"",""codFontRecursos"":""101"",""vlFontRecursos"":""000001120000,00"",""nroSequencial"":""000027"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011130341"",""codFontRecursos"":""102"",""vlFontRecursos"":""000000800000,00"",""nroSequencial"":""000028"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2609,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145111"",""especificacao"":""ISSQN - PRINCIPAL"",""vlPrevisto"":""000042000000,00"",""nroSequencial"":""000029"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145111"",""codFontRecursos"":""100"",""vlFontRecursos"":""000021840000,00"",""nroSequencial"":""000030"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145111"",""codFontRecursos"":""101"",""vlFontRecursos"":""000011760000,00"",""nroSequencial"":""000031"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145111"",""codFontRecursos"":""102"",""vlFontRecursos"":""000008400000,00"",""nroSequencial"":""000032"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2610,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145112"",""especificacao"":""ISSQN -MULTAS E JUROS"",""vlPrevisto"":""000000800000,00"",""nroSequencial"":""000033"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145112"",""codFontRecursos"":""100"",""vlFontRecursos"":""000000416000,00"",""nroSequencial"":""000034"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145112"",""codFontRecursos"":""101"",""vlFontRecursos"":""000000224000,00"",""nroSequencial"":""000035"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145112"",""codFontRecursos"":""102"",""vlFontRecursos"":""000000160000,00"",""nroSequencial"":""000036"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2611,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145113"",""especificacao"":""ISSQN - DIVIDA ATIVA"",""vlPrevisto"":""000000700000,00"",""nroSequencial"":""000037"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145113"",""codFontRecursos"":""100"",""vlFontRecursos"":""000000364000,00"",""nroSequencial"":""000038"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145113"",""codFontRecursos"":""101"",""vlFontRecursos"":""000000196000,00"",""nroSequencial"":""000039"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145113"",""codFontRecursos"":""102"",""vlFontRecursos"":""000000140000,00"",""nroSequencial"":""000040"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2612,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145114"",""especificacao"":""ISSQN -DIVIDA ATIVA MULTAS JUROS"",""vlPrevisto"":""000000300000,00"",""nroSequencial"":""000041"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145114"",""codFontRecursos"":""100"",""vlFontRecursos"":""000000156000,00"",""nroSequencial"":""000042"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145114"",""codFontRecursos"":""101"",""vlFontRecursos"":""000000084000,00"",""nroSequencial"":""000043"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011145114"",""codFontRecursos"":""102"",""vlFontRecursos"":""000000060000,00"",""nroSequencial"":""000044"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2626,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017125101"",""especificacao"":""CFEM - PRINCIPAL"",""vlPrevisto"":""000000070000,00"",""nroSequencial"":""000085"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017125101"",""codFontRecursos"":""170"",""vlFontRecursos"":""000000070000,00"",""nroSequencial"":""000086"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2613,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011210101"",""especificacao"":""TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL"",""vlPrevisto"":""000004072000,00"",""nroSequencial"":""000045"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011210101"",""codFontRecursos"":""100"",""vlFontRecursos"":""000000200000,00"",""nroSequencial"":""000046"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011210101"",""codFontRecursos"":""106"",""vlFontRecursos"":""000003872000,00"",""nroSequencial"":""000047"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2614,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011210102"",""especificacao"":""TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - MULTAS E JUROS"",""vlPrevisto"":""000000600000,00"",""nroSequencial"":""000048"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011210102"",""codFontRecursos"":""106"",""vlFontRecursos"":""000000600000,00"",""nroSequencial"":""000049"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2615,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011210103"",""especificacao"":""TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA"",""vlPrevisto"":""000000020000,00"",""nroSequencial"":""000050"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011210103"",""codFontRecursos"":""106"",""vlFontRecursos"":""000000020000,00"",""nroSequencial"":""000051"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2616,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011210104"",""especificacao"":""TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO -D/A M/JUROS"",""vlPrevisto"":""000000008000,00"",""nroSequencial"":""000052"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011210104"",""codFontRecursos"":""106"",""vlFontRecursos"":""000000008000,00"",""nroSequencial"":""000053"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2617,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011220101"",""especificacao"":""TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - PRINCIPAL"",""vlPrevisto"":""000009000000,00"",""nroSequencial"":""000054"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011220101"",""codFontRecursos"":""100"",""vlFontRecursos"":""000009000000,00"",""nroSequencial"":""000055"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2618,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011220102"",""especificacao"":""TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - MULTAS E JUROS"",""vlPrevisto"":""000000700000,00"",""nroSequencial"":""000056"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""011220102"",""codFontRecursos"":""100"",""vlFontRecursos"":""000000700000,00"",""nroSequencial"":""000057"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2619,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""012415001"",""especificacao"":""CONTRIB.SERV.ILUMINAÇÃO PÚBLICA-PRINCIPAL"",""vlPrevisto"":""000020000000,00"",""nroSequencial"":""000058"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""012415001"",""codFontRecursos"":""117"",""vlFontRecursos"":""000020000000,00"",""nroSequencial"":""000059"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2620,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013110201"",""especificacao"":""CONC.PERM.AUT.CESSÃO DIR.USO BENS IMOV.PÚBL.-PRINCIPAL"",""vlPrevisto"":""000000200000,00"",""nroSequencial"":""000060"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013110201"",""codFontRecursos"":""100"",""vlFontRecursos"":""000000200000,00"",""nroSequencial"":""000061"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2621,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013210101"",""especificacao"":""REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL"",""vlPrevisto"":""000002748000,00"",""nroSequencial"":""000062"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""100"",""vlFontRecursos"":""000002500000,00"",""nroSequencial"":""000063"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""116"",""vlFontRecursos"":""000000005000,00"",""nroSequencial"":""000064"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""123"",""vlFontRecursos"":""000000051000,00"",""nroSequencial"":""000065"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""144"",""vlFontRecursos"":""000000001000,00"",""nroSequencial"":""000066"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""170"",""vlFontRecursos"":""000000040000,00"",""nroSequencial"":""000067"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""171"",""vlFontRecursos"":""000000050000,00"",""nroSequencial"":""000068"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""181"",""vlFontRecursos"":""000000001000,00"",""nroSequencial"":""000069"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013210101"",""codFontRecursos"":""190"",""vlFontRecursos"":""000000100000,00"",""nroSequencial"":""000070"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2622,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013399901"",""especificacao"":""OUTRAS DELEGAÇÕES DE SERVIÇOS PÚBLICOS - PRINCIPAL"",""vlPrevisto"":""000000060000,00"",""nroSequencial"":""000071"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""013399901"",""codFontRecursos"":""100"",""vlFontRecursos"":""000000060000,00"",""nroSequencial"":""000072"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
2623,"{""tipoRegistro"":""10"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017115111"",""especificacao"":""COTA-PARTE DO FPM- COTA MENSAL - PRINCIPAL"",""vlPrevisto"":""000162000000,00"",""nroSequencial"":""000073"",""content"":[{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017115111"",""codFontRecursos"":""100"",""vlFontRecursos"":""000084240000,00"",""nroSequencial"":""000074"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017115111"",""codFontRecursos"":""101"",""vlFontRecursos"":""000045360000,00"",""nroSequencial"":""000075"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""},{""tipoRegistro"":""11"",""codOrgao"":""03"",""codUnidade"":""01"",""rubrica"":""017115111"",""codFontRecursos"":""102"",""vlFontRecursos"":""000032400000,00"",""nroSequencial"":""000076"",""codFontRecursosMSC"":""nan"",""poderOrgao"":""nan"",""codAEO"":""nan"",""ficha"":""nan""}]}",2025
